,stes_charge
572,0.0
573,0.0
574,0.0
575,0.0
576,0.0
577,0.0
578,0.0
579,0.0
580,0.0
581,0.0
582,0.0
583,0.0
584,0.0
585,0.0
586,0.0
587,0.0
588,0.0
589,0.0
590,0.0
591,0.0
592,0.0
593,0.0
594,0.0
595,0.0
596,0.0
597,0.0
598,0.0
599,0.0
600,0.0
601,0.0
602,0.0
603,0.0
604,0.0
605,0.0
606,0.0
607,0.0
608,0.0
609,0.0
610,0.0
611,0.0
612,0.0
613,0.0
614,0.0
615,0.0
616,0.0
617,0.0
618,0.0
619,0.0
620,0.0
621,0.0
622,0.0
623,0.0
624,0.0
625,0.0
626,0.0
627,0.0
628,0.0
629,0.0
630,0.0
631,0.0
632,0.0
633,0.0
634,0.0
635,0.0
636,0.0
637,0.0
638,0.0
639,0.0
640,0.0
641,0.0
642,0.0
643,0.0
644,0.0
645,0.0
646,0.0
647,0.0
648,0.0
649,0.0
650,0.0
651,0.0
652,0.0
653,0.0
654,0.0
655,0.0
656,0.0
657,0.0
658,0.0
659,0.0
660,0.0
661,0.0
662,0.0
663,0.0
664,0.0
665,0.0
666,0.0
667,0.0
668,0.0
669,0.0
670,0.0
671,0.0
672,0.0
673,0.0
674,0.0
675,0.0
676,0.0
677,0.0
678,0.0
679,0.0
680,0.0
681,0.0
682,0.0
683,0.0
684,0.0
685,0.0
686,0.0
687,0.0
688,0.0
689,0.0
690,0.0
691,0.0
692,0.0
693,0.0
694,0.0
695,0.0
696,0.0
697,0.0
698,0.0
699,0.0
700,0.0
701,0.0
702,0.0
703,0.0
704,0.0
705,0.0
706,0.0
707,0.0
708,0.0
709,0.0
710,0.0
711,0.0
712,0.0
713,0.0
714,0.0
715,0.0
716,0.0
717,0.0
718,0.0
719,0.0
720,0.0
721,0.0
722,0.0
723,0.0
724,0.0
725,0.0
726,0.0
727,0.0
728,0.0
729,0.0
730,0.0
731,0.0
732,0.0
733,0.0
734,0.0
735,0.0
736,0.0
737,0.0
738,0.0
739,0.0
740,0.0
741,0.0
742,0.0
743,0.0
744,0.0
745,0.0
746,0.0
747,0.0
748,0.0
749,0.0
750,0.0
751,0.0
752,0.0
753,0.0
754,0.0
755,0.0
756,0.0
757,0.0
758,0.0
759,0.0
760,0.0
761,0.0
762,0.0
763,0.0
764,0.0
765,0.0
766,0.0
767,0.0
768,0.0
769,0.0
770,0.0
771,0.0
772,0.0
773,0.0
774,0.0
775,0.0
776,0.0
777,0.0
778,0.0
779,0.0
780,0.0
781,0.0
782,0.0
783,0.0
784,0.0
785,0.0
786,0.0
787,0.0
788,0.0
789,0.0
790,0.0
791,0.0
792,0.0
793,0.0
794,0.0
795,0.0
796,0.0
797,0.0
798,0.0
799,0.0
800,0.0
801,0.0
802,0.0
803,0.0
804,0.0
805,0.0
806,0.0
807,0.0
808,0.0
809,0.0
810,0.0
811,0.0
812,0.0
813,0.0
814,0.0
815,0.0
816,0.0
817,0.0
818,0.0
819,0.0
820,0.0
821,0.0
822,0.0
823,0.0
824,0.0
825,0.0
826,0.0
827,0.0
828,0.0
829,0.0
830,0.0
831,0.0
832,0.0
833,0.0
834,0.0
835,0.0
836,0.0
837,0.0
838,0.0
839,0.0
840,0.0
841,0.0
842,0.0
843,0.0
844,0.0
845,0.0
846,0.0
847,0.0
848,0.0
849,0.0
850,0.0
851,0.0
852,0.0
853,0.0
854,0.0
855,0.0
856,0.0
857,0.0
858,0.0
859,0.0
860,0.0
861,0.0
862,0.0
863,0.0
864,0.0
865,0.0
866,0.0
867,0.0
868,0.0
869,0.0
870,0.0
871,0.0
872,0.0
873,0.0
874,0.0
875,0.0
876,0.0
877,0.0
878,0.0
879,0.0
880,0.0
881,0.0
882,0.0
883,0.0
884,0.0
885,0.0
886,0.0
887,0.0
888,0.0
889,0.0
890,0.0
891,0.0
892,0.0
893,0.0
894,0.0
895,0.0
896,0.0
897,0.0
898,0.0
899,0.0
900,0.0
901,0.0
902,0.0
903,0.0
904,0.0
905,0.0
906,0.0
907,0.0
908,0.0
909,0.0
910,0.0
911,0.0
912,0.0
913,0.0
914,0.0
915,0.0
916,0.0
917,0.0
918,0.0
919,0.0
920,0.0
921,0.0
922,0.0
923,0.0
924,0.0
925,0.0
926,0.0
927,0.0
928,0.0
929,0.0
930,0.0
931,0.0
932,0.0
933,0.0
934,0.0
935,0.0
936,0.0
937,0.0
938,0.0
939,0.0
940,0.0
941,0.0
942,0.0
943,0.0
944,0.0
945,0.0
946,0.0
947,0.0
948,0.0
949,0.0
950,0.0
951,0.0
952,0.0
953,0.0
954,0.0
955,0.0
956,0.0
957,0.0
958,0.0
959,0.0
960,0.0
961,0.0
962,0.0
963,0.0
964,0.0
965,0.0
966,0.0
967,0.0
968,0.0
969,0.0
970,0.0
971,0.0
972,0.0
973,0.0
974,0.0
975,0.0
976,0.0
977,0.0
978,0.0
979,0.0
980,0.0
981,0.0
982,0.0
983,0.0
984,0.0
985,0.0
986,0.0
987,0.0
988,0.0
989,0.0
990,0.0
991,0.0
992,0.0
993,0.0
994,0.0
995,0.0
996,0.0
997,0.0
998,0.0
999,0.0
1000,0.0
1001,0.0
1002,0.0
1003,0.0
1004,0.0
1005,0.0
1006,0.0
1007,0.0
1008,0.0
1009,0.0
1010,0.0
1011,0.0
1012,0.0
1013,0.0
1014,0.0
1015,0.0
1016,0.0
1017,0.0
1018,0.0
1019,0.0
1020,0.0
1021,0.0
1022,0.0
1023,0.0
1024,0.0
1025,0.0
1026,0.0
1027,0.0
1028,0.0
1029,0.0
1030,0.0
1031,0.0
1032,0.0
1033,0.0
1034,0.0
1035,0.0
1036,0.0
1037,0.0
1038,0.0
1039,0.0
1040,0.0
1041,0.0
1042,0.0
1043,0.0
1044,0.0
1045,0.0
1046,0.0
1047,0.0
1048,0.0
1049,0.0
1050,0.0
1051,0.0
1052,0.0
1053,0.0
1054,0.0
1055,0.0
1056,0.0
1057,0.0
1058,0.0
1059,0.0
1060,0.0
1061,0.0
1062,0.0
1063,0.0
1064,0.0
1065,0.0
1066,0.0
1067,0.0
1068,0.0
1069,0.0
1070,0.0
1071,0.0
1072,0.0
1073,0.0
1074,0.0
1075,0.0
1076,0.0
1077,0.0
1078,0.0
1079,0.0
1080,0.0
1081,0.0
1082,0.0
1083,0.0
1084,0.0
1085,0.0
1086,0.0
1087,0.0
1088,0.0
1089,0.0
1090,0.0
1091,0.0
1092,0.0
1093,0.0
1094,0.0
1095,0.0
1096,0.0
1097,0.0
1098,0.0
1099,0.0
1100,0.0
1101,0.0
1102,0.0
1103,0.0
1104,0.0
1105,0.0
1106,0.0
1107,0.0
1108,0.0
1109,0.0
1110,0.0
1111,0.0
1112,0.0
1113,0.0
1114,0.0
1115,0.0
1116,0.0
1117,0.0
1118,0.0
1119,0.0
1120,0.0
1121,0.0
1122,0.0
1123,0.0
1124,0.0
1125,0.0
1126,0.0
1127,0.0
1128,0.0
1129,0.0
1130,0.0
1131,0.0
1132,0.0
1133,0.0
1134,0.0
1135,0.0
1136,0.0
1137,0.0
1138,0.0
1139,0.0
1140,0.0
1141,0.0
1142,0.0
1143,0.0
1144,0.0
1145,0.0
1146,0.0
1147,0.0
1148,0.0
1149,0.0
1150,0.0
1151,0.0
1152,0.0
1153,0.0
1154,0.0
1155,0.0
1156,0.0
1157,0.0
1158,0.0
1159,0.0
1160,0.0
1161,0.0
1162,0.0
1163,0.0
1164,0.0
1165,0.0
1166,0.0
1167,0.0
1168,0.0
1169,0.0
1170,0.0
1171,0.0
1172,0.0
1173,0.0
1174,0.0
1175,0.0
1176,0.0
1177,0.0
1178,0.0
1179,0.0
1180,0.0
1181,0.0
1182,0.0
1183,0.0
1184,0.0
1185,0.0
1186,0.0
1187,0.0
1188,0.0
1189,0.0
1190,0.0
1191,0.0
1192,0.0
1193,0.0
1194,0.0
1195,0.0
1196,0.0
1197,0.0
1198,0.0
1199,0.0
1200,0.0
1201,0.0
1202,0.0
1203,0.0
1204,0.0
1205,0.0
1206,0.0
1207,0.0
1208,0.0
1209,0.0
1210,0.0
1211,0.0
1212,0.0
1213,0.0
1214,0.0
1215,0.0
1216,0.0
1217,0.0
1218,0.0
1219,0.0
1220,0.0
1221,0.0
1222,0.0
1223,0.0
1224,0.0
1225,0.0
1226,0.0
1227,0.0
1228,0.0
1229,0.0
1230,0.0
1231,0.0
1232,0.0
1233,0.0
1234,0.0
1235,0.0
1236,0.0
1237,0.0
1238,0.0
1239,0.0
1240,0.0
1241,0.0
1242,0.0
1243,0.0
1244,0.0
1245,0.0
1246,0.0
1247,0.0
1248,0.0
1249,0.0
1250,0.0
1251,0.0
1252,0.0
1253,0.0
1254,0.0
1255,0.0
1256,0.0
1257,0.0
1258,0.0
1259,0.0
1260,0.0
1261,0.0
1262,0.0
1263,0.0
1264,0.0
1265,0.0
1266,0.0
1267,0.0
1268,0.0
1269,0.0
1270,0.0
1271,0.0
1272,0.0
1273,0.0
1274,0.0
1275,0.0
1276,0.0
1277,0.0
1278,0.0
1279,0.0
1280,0.0
1281,0.0
1282,0.0
1283,0.0
1284,0.0
1285,0.0
1286,0.0
1287,0.0
1288,0.0
1289,0.0
1290,0.0
1291,0.0
1292,0.0
1293,0.0
1294,0.0
1295,0.0
1296,0.0
1297,0.0
1298,0.0
1299,0.0
1300,0.0
1301,0.0
1302,0.0
1303,0.0
1304,0.0
1305,0.0
1306,0.0
1307,0.0
1308,0.0
1309,0.0
1310,0.0
1311,0.0
1312,0.0
1313,0.0
1314,0.0
1315,0.0
1316,0.0
1317,0.0
1318,0.0
1319,0.0
1320,0.0
1321,0.0
1322,0.0
1323,0.0
1324,0.0
1325,0.0
1326,0.0
1327,0.0
1328,0.0
1329,0.0
1330,0.0
1331,0.0
1332,0.0
1333,0.0
1334,0.0
1335,0.0
1336,0.0
1337,0.0
1338,0.0
1339,0.0
1340,0.0
1341,0.0
1342,0.0
1343,0.0
1344,0.0
1345,0.0
1346,0.0
1347,0.0
1348,0.0
1349,0.0
1350,0.0
1351,0.0
1352,0.0
1353,0.0
1354,0.0
1355,0.0
1356,0.0
1357,0.0
1358,0.0
1359,0.0
1360,0.0
1361,0.0
1362,0.0
1363,0.0
1364,0.0
1365,0.0
1366,0.0
1367,0.0
1368,0.0
1369,0.0
1370,0.0
1371,0.0
1372,0.0
1373,0.0
1374,0.0
1375,0.0
1376,0.0
1377,0.0
1378,0.0
1379,0.0
1380,0.0
1381,0.0
1382,0.0
1383,0.0
1384,0.0
1385,0.0
1386,0.0
1387,0.0
1388,0.0
1389,0.0
1390,0.0
1391,0.0
1392,0.0
1393,0.0
1394,0.0
1395,0.0
1396,0.0
1397,0.0
1398,0.0
1399,0.0
1400,0.0
1401,0.0
1402,0.0
1403,0.0
1404,0.0
1405,0.0
1406,0.0
1407,0.0
1408,0.0
1409,0.0
1410,0.0
1411,0.0
1412,0.0
1413,0.0
1414,0.0
1415,0.0
1416,249.99999999999994
1417,250.00000000000003
1418,250.0
1419,250.00000000000006
1420,250.0
1421,0.0
1422,0.003638472032742146
1423,3.550076042013639
1424,14.411564672242324
1425,24.1406563657618
1426,25.4220653803544
1427,19.522623756444165
1428,13.637023762221483
1429,10.566814447123244
1430,5.070529537908095
1431,0.0
1432,0.0
1433,0.0
1434,0.0
1435,0.0
1436,0.0
1437,0.0
1438,250.0
1439,249.99999999999997
1440,0.0
1441,0.0
1442,0.0
1443,0.0
1444,0.0
1445,0.0
1446,0.0
1447,6.4541266153492165
1448,0.0
1449,50.20827608163457
1450,79.4962611488398
1451,56.95770581235662
1452,37.228144312832455
1453,17.6814714600244
1454,9.085198097222317
1455,1.5234522477152197
1456,0.0
1457,0.0
1458,0.0
1459,0.0
1460,0.0
1461,0.0
1462,0.0
1463,0.0
1464,0.0
1465,0.0
1466,0.0
1467,0.0
1468,0.0
1469,0.0
1470,0.0
1471,4.317136232352485
1472,0.0
1473,37.421756158299544
1474,39.341090850059935
1475,28.257266996991312
1476,19.144631920876268
1477,9.398593985314845
1478,1.3525379841629133
1479,0.0
1480,0.0
1481,0.0
1482,0.0
1483,0.0
1484,0.0
1485,0.0
1486,0.0
1487,250.0000000000001
1488,250.00000000000003
1489,250.0
1490,250.00000000000003
1491,250.00000000000003
1492,250.00000000000006
1493,0.0
1494,0.4514366197183099
1495,6.304309322809072
1496,18.88325289088637
1497,43.92849869258957
1498,61.82961160513593
1499,63.504988434689444
1500,43.22942742203121
1501,34.74595854710214
1502,10.924766329983928
1503,1.8664221930774931
1504,0.0
1505,0.0
1506,0.0
1507,0.0
1508,0.0
1509,0.0
1510,0.0
1511,0.0
1512,0.0
1513,0.0
1514,0.0
1515,0.0
1516,0.0
1517,0.0
1518,0.0
1519,0.0
1520,0.0
1521,0.0
1522,46.895040087020824
1523,44.443092709003096
1524,48.70843241430168
1525,34.25944449903311
1526,13.816381516621465
1527,3.291430387322185
1528,0.0
1529,0.0
1530,0.0
1531,0.0
1532,0.0
1533,0.0
1534,0.0
1535,0.0
1536,0.0
1537,0.0
1538,0.0
1539,0.0
1540,250.0
1541,250.0
1542,0.0
1543,0.1042663843659748
1544,0.8819522563243065
1545,0.6990517542159327
1546,1.1991433368322202
1547,250.0
1548,249.99999999999997
1549,250.00000000000003
1550,249.99999999999997
1551,250.0
1552,250.00000000000006
1553,249.99999999999997
1554,0.0
1555,250.0
1556,250.0
1557,249.99999999999997
1558,250.0
1559,250.00000000000003
1560,250.0
1561,250.00000000000003
1562,250.0
1563,249.99999999999997
1564,250.0
1565,250.0
1566,250.0
1567,250.00000000000003
1568,250.00000000000003
1569,249.99999999999994
1570,250.00000000000006
1571,250.0
1572,250.00000000000006
1573,250.0
1574,250.0
1575,0.2153907403109767
1576,0.0
1577,0.0
1578,0.0
1579,0.0
1580,0.0
1581,0.0
1582,0.0
1583,0.0
1584,0.0
1585,0.0
1586,0.0
1587,0.0
1588,0.0
1589,0.0
1590,0.0
1591,0.0
1592,0.0
1593,0.0
1594,38.155853761250384
1595,56.48224809180601
1596,25.71965803615337
1597,16.31937211138847
1598,3.162548585096072
1599,0.0
1600,0.0
1601,0.0
1602,0.0
1603,0.0
1604,0.0
1605,0.0
1606,0.0
1607,0.0
1608,0.0
1609,0.0
1610,0.0
1611,0.0
1612,0.0
1613,0.0
1614,0.0
1615,0.0
1616,0.0
1617,0.0
1618,29.275474379195956
1619,25.56615016471686
1620,35.88250227264173
1621,24.082679491429165
1622,4.9510600033706025
1623,0.0
1624,0.0
1625,0.0
1626,0.0
1627,0.0
1628,0.0
1629,0.0
1630,0.0
1631,0.0
1632,0.0
1633,0.0
1634,0.0
1635,0.0
1636,0.0
1637,0.0
1638,0.0
1639,0.0
1640,0.0
1641,0.0
1642,1.7147323943661972
1643,0.0
1644,0.8809014084507042
1645,0.38366197183098577
1646,0.0
1647,0.0
1648,0.0
1649,0.0
1650,0.0
1651,0.0
1652,0.0
1653,0.0
1654,250.0
1655,250.00000000000003
1656,250.00000000000006
1657,250.0
1658,250.0
1659,250.0
1660,250.00000000000003
1661,250.0
1662,0.0
1663,0.0
1664,0.0
1665,0.0
1666,0.0
1667,0.0
1668,0.0
1669,0.0
1670,0.0
1671,0.0
1672,0.0
1673,0.0
1674,0.0
1675,0.0
1676,0.0
1677,0.0
1678,250.0
1679,249.99999999999997
1680,250.00000000000006
1681,250.0
1682,250.0
1683,250.0
1684,250.00000000000003
1685,250.00000000000003
1686,0.0
1687,0.7998613747977077
1688,9.936076381956772
1689,14.371139280087828
1690,26.827189481934443
1691,13.156563359985519
1692,1.4208865714125636
1693,0.0
1694,0.0
1695,0.0
1696,0.0
1697,0.0
1698,0.0
1699,0.0
1700,0.0
1701,0.0
1702,250.00000000000003
1703,250.0
1704,250.00000000000003
1705,250.00000000000006
1706,250.0
1707,250.0
1708,249.99999999999997
1709,250.0
1710,250.00000000000003
1711,250.00000000000009
1712,250.0
1713,250.00000000000006
1714,250.00000000000003
1715,250.00000000000003
1716,250.00000000000006
1717,249.99999999999997
1718,250.00000000000006
1719,250.0
1720,250.00000000000003
1721,250.0
1722,0.0
1723,0.0
1724,250.00000000000003
1725,250.0
1726,250.0
1727,249.99999999999991
1728,250.0
1729,250.0
1730,250.00000000000003
1731,250.0
1732,249.99999999999997
1733,250.00000000000006
1734,250.0
1735,250.00000000000009
1736,249.99999999999994
1737,250.0
1738,250.0
1739,250.00000000000014
1740,250.0
1741,250.0
1742,250.00000000000003
1743,250.00000000000003
1744,250.00000000000003
1745,249.99999999999997
1746,0.0
1747,0.0
1748,0.0
1749,0.0
1750,0.0
1751,0.0
1752,249.99999999999997
1753,250.00000000000006
1754,250.00000000000006
1755,250.00000000000003
1756,250.00000000000003
1757,0.0
1758,0.18118309859154907
1759,17.090195799194884
1760,0.0
1761,52.426283717246434
1762,64.60389333209474
1763,51.51144918645519
1764,59.335385771522546
1765,30.335157463908676
1766,7.355533174395897
1767,2.0107336126021553
1768,0.0
1769,0.0
1770,0.0
1771,0.0
1772,0.0
1773,0.0
1774,0.0
1775,0.0
1776,0.0
1777,0.0
1778,0.0
1779,0.0
1780,0.0
1781,0.0
1782,0.0
1783,0.0
1784,0.0
1785,2.2625979007973607
1786,6.116576676851184
1787,13.277874846872498
1788,9.88238287073981
1789,7.821589758163508
1790,3.667205610291015
1791,0.030464516129032032
1792,0.0
1793,0.0
1794,0.0
1795,0.0
1796,0.0
1797,0.0
1798,0.0
1799,0.0
1800,0.0
1801,0.0
1802,0.0
1803,0.0
1804,0.0
1805,0.0
1806,2.7249595710117744
1807,0.0
1808,34.84087792130221
1809,49.767891897095915
1810,85.81592129498009
1811,87.74230121817698
1812,23.89913883502947
1813,8.810293566409312
1814,12.87840028857633
1815,4.825013024258187
1816,0.535989143592798
1817,0.0
1818,0.0
1819,0.0
1820,0.0
1821,0.0
1822,0.0
1823,0.0
1824,0.0
1825,250.00000000000003
1826,249.99999999999997
1827,250.00000000000006
1828,0.0
1829,0.0
1830,0.24645282241632832
1831,4.822504836621784
1832,0.0
1833,41.80589461525151
1834,58.087235309533334
1835,57.81561553267004
1836,29.232482225054945
1837,30.13954705992866
1838,17.284967928235588
1839,2.002254896431148
1840,0.030638472032742108
1841,0.0
1842,0.0
1843,0.0
1844,0.0
1845,0.0
1846,0.0
1847,249.99999999999997
1848,0.0
1849,0.0
1850,0.0
1851,0.0
1852,0.0
1853,0.02285792615471648
1854,1.4182603991017961
1855,5.280034053105588
1856,14.134751065421142
1857,17.821906892117955
1858,28.81085311051975
1859,23.905216993385597
1860,9.207596818956352
1861,1.7334284788218897
1862,0.8604324672224165
1863,0.009708049113233322
1864,0.0
1865,0.0
1866,0.0
1867,0.0
1868,0.0
1869,0.0
1870,0.0
1871,0.0
1872,0.0
1873,250.0
1874,250.00000000000003
1875,250.00000000000003
1876,250.00000000000006
1877,250.00000000000009
1878,249.99999999999997
1879,250.00000000000006
1880,250.00000000000003
1881,73.3139902608399
1882,250.0
1883,249.9999999999999
1884,250.00000000000003
1885,250.00000000000006
1886,249.99999999999997
1887,250.00000000000003
1888,249.99999999999997
1889,250.00000000000003
1890,250.0
1891,249.99999999999994
1892,250.0
1893,250.0
1894,250.00000000000003
1895,250.0
1896,250.00000000000003
1897,250.00000000000009
1898,250.00000000000009
1899,250.00000000000006
1900,249.99999999999997
1901,250.0
1902,250.0000000000001
1903,250.00000000000003
1904,250.00000000000014
1905,249.99999999999991
1906,250.0
1907,249.99999999999997
1908,250.00000000000003
1909,249.99999999999997
1910,250.00000000000014
1911,249.99999999999997
1912,250.0000000000001
1913,250.0
1914,250.0
1915,0.0
1916,250.0
1917,250.00000000000006
1918,250.00000000000009
1919,250.0
1920,249.99999999999994
1921,249.99999999999997
1922,250.00000000000009
1923,250.00000000000003
1924,250.00000000000003
1925,250.00000000000003
1926,1.5044584271712385
1927,12.261673560787138
1928,42.67400098233639
1929,65.16251086622087
1930,69.06626948767946
1931,55.93540636735793
1932,70.70053564990481
1933,53.422196859359204
1934,31.966109239836776
1935,7.553237848690921
1936,0.47957908101675767
1937,0.0
1938,0.0
1939,0.0
1940,0.0
1941,0.0
1942,250.0
1943,250.00000000000009
1944,249.99999999999994
1945,250.00000000000006
1946,249.99999999999997
1947,249.9999999999999
1948,250.0
1949,250.00000000000014
1950,5.12394970565217
1951,28.631772398394983
1952,0.0
1953,52.39574243120485
1954,91.89653716696955
1955,96.30965305857212
1956,102.81389585274307
1957,86.25182226320962
1958,48.33010147150028
1959,6.704629058382425
1960,0.2210107387491198
1961,0.0
1962,0.0
1963,0.0
1964,0.0
1965,0.0
1966,250.00000000000003
1967,250.0
1968,249.99999999999991
1969,250.0
1970,250.00000000000003
1971,250.00000000000006
1972,250.00000000000003
1973,250.00000000000003
1974,0.0
1975,0.13548884514435697
1976,0.7764724088330589
1977,2.5958982528723147
1978,24.33384135333133
1979,112.63199888805056
1980,79.02432283422067
1981,49.14914766740673
1982,13.243249128319846
1983,2.7996399657556186
1984,0.16163976377952757
1985,0.0
1986,0.0
1987,0.0
