,stes_charge
572,0.0
573,0.0
574,0.0
575,0.0
576,0.0
577,0.0
578,0.0
579,0.0
580,0.0
581,0.0
582,0.0
583,0.0
584,0.0
585,0.0
586,0.0
587,0.0
588,0.0
589,0.0
590,0.0
591,0.0
592,0.0
593,0.0
594,0.0
595,0.0
596,0.0
597,0.0
598,0.0
599,0.0
600,0.0
601,0.0
602,0.0
603,0.0
604,0.0
605,0.0
606,0.0
607,0.0
608,0.0
609,0.0
610,0.0
611,0.0
612,0.0
613,0.0
614,0.0
615,0.0
616,0.0
617,0.0
618,0.0
619,0.0
620,0.0
621,0.0
622,0.0
623,0.0
624,0.0
625,0.0
626,0.0
627,0.0
628,0.0
629,0.0
630,0.0
631,0.0
632,0.0
633,0.0
634,0.0
635,0.0
636,0.0
637,0.0
638,0.0
639,0.0
640,0.0
641,0.0
642,0.0
643,0.0
644,0.0
645,0.0
646,0.0
647,0.0
648,0.0
649,0.0
650,0.0
651,0.0
652,0.0
653,0.0
654,0.0
655,0.0
656,0.0
657,0.0
658,0.0
659,0.0
660,0.0
661,0.0
662,0.0
663,0.0
664,0.0
665,0.0
666,0.0
667,0.0
668,0.0
669,0.0
670,0.0
671,0.0
672,0.0
673,0.0
674,0.0
675,0.0
676,0.0
677,0.0
678,0.0
679,0.0
680,0.0
681,0.0
682,0.0
683,0.0
684,0.0
685,0.0
686,0.0
687,0.0
688,0.0
689,0.0
690,0.0
691,0.0
692,0.0
693,0.0
694,0.0
695,0.0
696,0.0
697,0.0
698,0.0
699,0.0
700,0.0
701,0.0
702,0.0
703,0.0
704,0.0
705,0.0
706,0.0
707,0.0
708,0.0
709,0.0
710,0.0
711,0.0
712,0.0
713,0.0
714,0.0
715,0.0
716,0.0
717,0.0
718,0.0
719,0.0
720,0.0
721,0.0
722,0.0
723,0.0
724,0.0
725,0.0
726,0.0
727,0.0
728,0.0
729,0.0
730,0.0
731,0.0
732,0.0
733,0.0
734,0.0
735,0.0
736,0.0
737,0.0
738,0.0
739,0.0
740,0.0
741,0.0
742,0.0
743,0.0
744,0.0
745,0.0
746,0.0
747,0.0
748,0.0
749,0.0
750,0.0
751,0.0
752,0.0
753,0.0
754,0.0
755,0.0
756,0.0
757,0.0
758,0.0
759,0.0
760,0.0
761,0.0
762,0.0
763,0.0
764,0.0
765,0.0
766,0.0
767,0.0
768,0.0
769,0.0
770,0.0
771,0.0
772,0.0
773,0.0
774,0.0
775,0.0
776,0.0
777,0.0
778,0.0
779,0.0
780,0.0
781,0.0
782,0.0
783,0.0
784,0.0
785,0.0
786,0.0
787,0.0
788,0.0
789,0.0
790,0.0
791,0.0
792,0.0
793,0.0
794,0.0
795,0.0
796,0.0
797,0.0
798,0.0
799,0.0
800,0.0
801,0.0
802,0.0
803,0.0
804,0.0
805,0.0
806,0.0
807,0.0
808,0.0
809,0.0
810,0.0
811,0.0
812,0.0
813,0.0
814,0.0
815,0.0
816,0.0
817,0.0
818,0.0
819,0.0
820,0.0
821,0.0
822,0.0
823,0.0
824,0.0
825,0.0
826,0.0
827,0.0
828,0.0
829,0.0
830,0.0
831,0.0
832,0.0
833,0.0
834,0.0
835,0.0
836,0.0
837,0.0
838,0.0
839,0.0
840,0.0
841,0.0
842,0.0
843,0.0
844,0.0
845,0.0
846,0.0
847,0.0
848,0.0
849,0.0
850,0.0
851,0.0
852,0.0
853,0.0
854,0.0
855,0.0
856,0.0
857,0.0
858,0.0
859,0.0
860,0.0
861,0.0
862,0.0
863,0.0
864,0.0
865,0.0
866,0.0
867,0.0
868,0.0
869,0.0
870,0.0
871,0.0
872,0.0
873,0.0
874,0.0
875,0.0
876,0.0
877,0.0
878,0.0
879,0.0
880,0.0
881,0.0
882,0.0
883,0.0
884,0.0
885,0.0
886,0.0
887,0.0
888,0.0
889,0.0
890,0.0
891,0.0
892,0.0
893,0.0
894,0.0
895,0.0
896,0.0
897,0.0
898,0.0
899,0.0
900,0.0
901,0.0
902,0.0
903,0.0
904,0.0
905,0.0
906,0.0
907,0.0
908,0.0
909,0.0
910,0.0
911,0.0
912,0.0
913,0.0
914,0.0
915,0.0
916,0.0
917,0.0
918,0.0
919,0.0
920,0.0
921,0.0
922,0.0
923,0.0
924,0.0
925,0.0
926,0.0
927,0.0
928,0.0
929,0.0
930,0.0
931,0.0
932,0.0
933,0.0
934,0.0
935,0.0
936,0.0
937,0.0
938,0.0
939,0.0
940,0.0
941,0.0
942,0.0
943,0.0
944,0.0
945,0.0
946,0.0
947,0.0
948,0.0
949,0.0
950,0.0
951,0.0
952,0.0
953,0.0
954,0.0
955,0.0
956,0.0
957,0.0
958,0.0
959,0.0
960,0.0
961,0.0
962,0.0
963,0.0
964,0.0
965,0.0
966,0.0
967,0.0
968,0.0
969,0.0
970,0.0
971,0.0
972,0.0
973,0.0
974,0.0
975,0.0
976,0.0
977,0.0
978,0.0
979,0.0
980,0.0
981,0.0
982,0.0
983,0.0
984,0.0
985,0.0
986,0.0
987,0.0
988,0.0
989,0.0
990,0.0
991,0.0
992,0.0
993,0.0
994,0.0
995,0.0
996,0.0
997,0.0
998,0.0
999,0.0
1000,0.0
1001,0.0
1002,0.0
1003,0.0
1004,0.0
1005,0.0
1006,0.0
1007,0.0
1008,0.0
1009,0.0
1010,0.0
1011,0.0
1012,0.0
1013,0.0
1014,0.0
1015,0.0
1016,0.0
1017,0.0
1018,0.0
1019,0.0
1020,0.0
1021,0.0
1022,0.0
1023,0.0
1024,0.0
1025,0.0
1026,0.0
1027,0.0
1028,0.0
1029,0.0
1030,0.0
1031,0.0
1032,0.0
1033,0.0
1034,0.0
1035,0.0
1036,0.0
1037,0.0
1038,0.0
1039,0.0
1040,0.0
1041,0.0
1042,0.0
1043,0.0
1044,0.0
1045,0.0
1046,0.0
1047,0.0
1048,0.0
1049,0.0
1050,0.0
1051,0.0
1052,0.0
1053,0.0
1054,0.0
1055,0.0
1056,0.0
1057,0.0
1058,0.0
1059,0.0
1060,0.0
1061,0.0
1062,0.0
1063,0.0
1064,0.0
1065,0.0
1066,0.0
1067,0.0
1068,0.0
1069,0.0
1070,0.0
1071,0.0
1072,0.0
1073,0.0
1074,0.0
1075,0.0
1076,0.0
1077,0.0
1078,0.0
1079,0.0
1080,0.0
1081,0.0
1082,0.0
1083,0.0
1084,0.0
1085,0.0
1086,0.0
1087,0.0
1088,0.0
1089,0.0
1090,0.0
1091,0.0
1092,0.0
1093,0.0
1094,0.0
1095,0.0
1096,0.0
1097,0.0
1098,0.0
1099,0.0
1100,0.0
1101,0.0
1102,0.0
1103,0.0
1104,0.0
1105,0.0
1106,0.0
1107,0.0
1108,0.0
1109,0.0
1110,0.0
1111,0.0
1112,0.0
1113,0.0
1114,0.0
1115,0.0
1116,0.0
1117,0.0
1118,0.0
1119,0.0
1120,0.0
1121,0.0
1122,0.0
1123,0.0
1124,0.0
1125,0.0
1126,0.0
1127,0.0
1128,0.0
1129,0.0
1130,0.0
1131,0.0
1132,0.0
1133,0.0
1134,0.0
1135,0.0
1136,0.0
1137,0.0
1138,0.0
1139,0.0
1140,0.0
1141,0.0
1142,0.0
1143,0.0
1144,0.0
1145,0.0
1146,0.0
1147,0.0
1148,0.0
1149,0.0
1150,0.0
1151,0.0
1152,0.0
1153,0.0
1154,0.0
1155,0.0
1156,0.0
1157,0.0
1158,0.0
1159,0.0
1160,0.0
1161,0.0
1162,0.0
1163,0.0
1164,0.0
1165,0.0
1166,0.0
1167,0.0
1168,0.0
1169,0.0
1170,0.0
1171,0.0
1172,0.0
1173,0.0
1174,0.0
1175,0.0
1176,0.0
1177,0.0
1178,0.0
1179,0.0
1180,0.0
1181,0.0
1182,0.0
1183,0.0
1184,0.0
1185,0.0
1186,0.0
1187,0.0
1188,0.0
1189,0.0
1190,0.0
1191,0.0
1192,0.0
1193,0.0
1194,0.0
1195,0.0
1196,0.0
1197,0.0
1198,0.0
1199,0.0
1200,0.0
1201,0.0
1202,0.0
1203,0.0
1204,0.0
1205,0.0
1206,0.0
1207,0.0
1208,0.0
1209,0.0
1210,0.0
1211,0.0
1212,0.0
1213,0.0
1214,0.0
1215,0.0
1216,0.0
1217,0.0
1218,0.0
1219,0.0
1220,0.0
1221,0.0
1222,0.0
1223,0.0
1224,0.0
1225,0.0
1226,0.0
1227,0.0
1228,0.0
1229,0.0
1230,0.0
1231,0.0
1232,0.0
1233,0.0
1234,0.0
1235,0.0
1236,0.0
1237,0.0
1238,0.0
1239,0.0
1240,0.0
1241,0.0
1242,0.0
1243,0.0
1244,0.0
1245,0.0
1246,0.0
1247,0.0
1248,0.0
1249,0.0
1250,0.0
1251,0.0
1252,0.0
1253,0.0
1254,0.0
1255,0.0
1256,0.0
1257,0.0
1258,0.0
1259,0.0
1260,0.0
1261,0.0
1262,0.0
1263,0.0
1264,0.0
1265,0.0
1266,0.0
1267,0.0
1268,0.0
1269,0.0
1270,0.0
1271,0.0
1272,0.0
1273,0.0
1274,0.0
1275,0.0
1276,0.0
1277,0.0
1278,0.0
1279,0.0
1280,0.0
1281,0.0
1282,0.0
1283,0.0
1284,0.0
1285,0.0
1286,0.0
1287,0.0
1288,0.0
1289,0.0
1290,0.0
1291,0.0
1292,0.0
1293,0.0
1294,0.0
1295,0.0
1296,0.0
1297,0.0
1298,0.0
1299,0.0
1300,0.0
1301,0.0
1302,0.0
1303,0.0
1304,0.0
1305,0.0
1306,0.0
1307,0.0
1308,0.0
1309,0.0
1310,0.0
1311,0.0
1312,0.0
1313,0.0
1314,0.0
1315,0.0
1316,0.0
1317,0.0
1318,0.0
1319,0.0
1320,0.0
1321,0.0
1322,0.0
1323,0.0
1324,0.0
1325,0.0
1326,0.0
1327,0.0
1328,0.0
1329,0.0
1330,0.0
1331,0.0
1332,0.0
1333,0.0
1334,0.0
1335,0.0
1336,0.0
1337,0.0
1338,0.0
1339,0.0
1340,0.0
1341,0.0
1342,0.0
1343,0.0
1344,0.0
1345,0.0
1346,0.0
1347,0.0
1348,0.0
1349,0.0
1350,0.0
1351,0.0
1352,0.0
1353,0.0
1354,0.0
1355,0.0
1356,0.0
1357,0.0
1358,0.0
1359,0.0
1360,0.0
1361,0.0
1362,0.0
1363,0.0
1364,0.0
1365,0.0
1366,0.0
1367,0.0
1368,0.0
1369,0.0
1370,0.0
1371,0.0
1372,0.0
1373,0.0
1374,0.0
1375,0.0
1376,0.0
1377,0.0
1378,0.0
1379,0.0
1380,0.0
1381,0.0
1382,0.0
1383,0.0
1384,0.0
1385,0.0
1386,0.0
1387,0.0
1388,0.0
1389,0.0
1390,0.0
1391,0.0
1392,0.0
1393,0.0
1394,0.0
1395,0.0
1396,0.0
1397,0.0
1398,0.0
1399,0.0
1400,0.0
1401,0.0
1402,0.0
1403,0.0
1404,0.0
1405,0.0
1406,0.0
1407,0.0
1408,0.0
1409,0.0
1410,0.0
1411,0.0
1412,0.0
1413,0.0
1414,0.0
1415,0.0
1416,243.68099999999984
1417,250.00000000000003
1418,250.0
1419,250.0
1420,250.0
1421,250.00000000000003
1422,0.0
1423,1.6912923627933694
1424,6.6857138226441055
1425,9.578590623877066
1426,15.115370744861675
1427,9.875295327396787
1428,5.305839530471612
1429,5.05824706494263
1430,2.5305371212473693
1431,0.0
1432,0.0
1433,0.0
1434,0.0
1435,0.0
1436,0.0
1437,0.0
1438,101.45100000000005
1439,142.59599999999972
1440,158.1689999999998
1441,250.00000000000003
1442,250.0
1443,250.0
1444,250.0
1445,250.0
1446,0.0
1447,0.0
1448,0.0
1449,0.0
1450,0.0
1451,50.60326416627922
1452,25.408639013345933
1453,13.765461576780321
1454,9.869902263254918
1455,0.6619999608332782
1456,0.0
1457,0.0
1458,0.0
1459,0.0
1460,0.0
1461,0.0
1462,173.7389999999998
1463,220.59300000000025
1464,211.10700000000003
1465,243.72599999999966
1466,250.00000000000003
1467,250.0
1468,250.00000000000003
1469,250.00000000000003
1470,0.0
1471,0.0
1472,0.0
1473,0.0
1474,0.0
1475,15.131497861990624
1476,9.214606236452038
1477,4.95786492376209
1478,0.38658502148557383
1479,0.0
1480,0.0
1481,0.0
1482,0.0
1483,0.0
1484,0.0
1485,0.0
1486,101.04599999999982
1487,119.05499999999955
1488,168.606
1489,229.7519999999994
1490,250.0
1491,250.00000000000003
1492,250.0
1493,249.56400000000028
1494,0.13174558303886938
1495,0.0
1496,0.0
1497,0.0
1498,0.0
1499,0.0
1500,0.0
1501,0.0
1502,5.567181676502807
1503,1.0760641184810793
1504,0.0
1505,0.0
1506,0.0
1507,0.0
1508,0.0
1509,0.0
1510,140.98199999999986
1511,200.02499999999986
1512,233.52599999999995
1513,250.0
1514,250.0
1515,250.0
1516,250.0
1517,250.0
1518,0.0
1519,0.0
1520,0.0
1521,0.0
1522,0.0
1523,0.0
1524,0.0
1525,0.0
1526,6.647983808670218
1527,0.0
1528,0.0
1529,0.0
1530,0.0
1531,0.0
1532,0.0
1533,0.0
1534,200.9519999999996
1535,209.06399999999962
1536,244.14000000000016
1537,250.0
1538,250.00000000000003
1539,250.0
1540,250.0
1541,250.0
1542,250.00000000000003
1543,250.0
1544,250.0
1545,250.0
1546,230.49644285562485
1547,239.10165939713823
1548,247.59948420940785
1549,210.96983855006567
1550,215.52670273351993
1551,127.7916259737495
1552,105.5954704716117
1553,70.69799999999962
1554,106.64999999999989
1555,52.0080000000001
1556,116.73300000000009
1557,175.34700000000004
1558,205.60799999999978
1559,232.0979999999999
1560,250.0
1561,250.0
1562,250.0
1563,250.0
1564,250.0
1565,250.0
1566,250.0
1567,250.00000000000003
1568,250.0
1569,250.00000000000006
1570,250.0
1571,249.99999999999997
1572,250.00000000000006
1573,250.00000000000006
1574,250.00000000000003
1575,250.0
1576,159.6218031440789
1577,143.42699999999985
1578,0.0
1579,0.0
1580,13.752000000000056
1581,0.908999999999729
1582,73.56600000000002
1583,135.1740000000003
1584,235.33499999999964
1585,250.0
1586,241.61100000000002
1587,250.0
1588,250.0
1589,0.0
1590,0.0
1591,0.0
1592,0.0
1593,0.0
1594,0.0
1595,0.0
1596,0.0
1597,0.0
1598,0.0
1599,0.0
1600,0.0
1601,0.0
1602,0.0
1603,0.0
1604,0.0
1605,0.0
1606,0.0
1607,101.90399999999997
1608,186.23100000000028
1609,220.0379999999997
1610,250.0
1611,230.76899999999983
1612,250.0
1613,248.5559999999998
1614,0.0
1615,0.0
1616,0.0
1617,0.0
1618,0.0
1619,0.0
1620,0.0
1621,0.0
1622,0.0
1623,0.0
1624,0.0
1625,0.0
1626,0.0
1627,0.0
1628,0.0
1629,0.0
1630,97.5990000000002
1631,124.38300000000008
1632,223.35599999999974
1633,250.0
1634,250.0
1635,250.00000000000003
1636,250.0
1637,250.0
1638,0.0
1639,0.0
1640,0.0
1641,0.0
1642,0.0
1643,0.0
1644,0.45778091872791526
1645,0.12508833922261492
1646,0.0
1647,0.0
1648,0.0
1649,0.0
1650,0.0
1651,0.0
1652,0.0
1653,0.0
1654,63.99899999999991
1655,109.68299999999985
1656,148.68899999999982
1657,126.56099999999992
1658,192.23699999999968
1659,206.54700000000003
1660,235.03500000000014
1661,229.01100000000025
1662,236.7209409432234
1663,0.0
1664,0.0
1665,0.0
1666,0.0
1667,0.0
1668,0.0
1669,104.95117320513184
1670,66.04507675976919
1671,96.87888188644729
1672,53.15699999999992
1673,0.0
1674,0.0
1675,0.0
1676,60.04200000000007
1677,17.528999999999698
1678,93.51299999999993
1679,150.9120000000005
1680,195.91499999999974
1681,250.0
1682,250.0
1683,250.0
1684,250.0
1685,250.0
1686,250.0
1687,1.379584385477538
1688,11.770425555992217
1689,250.00000000000003
1690,250.00000000000003
1691,250.0
1692,250.0
1693,250.00000000000003
1694,218.84274210470377
1695,228.73421455891457
1696,180.73898031440763
1697,0.0
1698,0.0
1699,0.0
1700,0.0
1701,0.0
1702,146.91000000000014
1703,121.19399999999997
1704,246.20400000000015
1705,250.00000000000003
1706,250.00000000000003
1707,250.0
1708,250.00000000000003
1709,250.0
1710,250.0
1711,250.0
1712,250.0
1713,250.0
1714,250.00000000000003
1715,250.00000000000003
1716,245.52509049756546
1717,195.3442676678948
1718,250.0
1719,229.55323226190777
1720,200.1979015720394
1721,178.2539999999998
1722,99.73500000000017
1723,63.89099999999999
1724,79.05599999999978
1725,174.53099999999995
1726,172.01099999999948
1727,218.15699999999964
1728,250.0
1729,250.0
1730,250.0
1731,250.0
1732,250.0
1733,250.0
1734,250.0
1735,250.0
1736,250.0
1737,250.00000000000003
1738,250.00000000000006
1739,250.00000000000003
1740,250.00000000000003
1741,250.00000000000003
1742,242.09115351953938
1743,238.37156691697373
1744,250.00000000000003
1745,225.9479999999998
1746,0.0
1747,0.0
1748,127.29599999999984
1749,148.48799999999972
1750,97.54799999999997
1751,127.17000000000002
1752,214.8660000000001
1753,250.0
1754,250.0
1755,250.00000000000003
1756,250.0
1757,250.00000000000003
1758,0.72255104895105
1759,0.0
1760,0.0
1761,0.0
1762,0.0
1763,60.905314035091955
1764,55.69812350028629
1765,27.88647712727596
1766,4.4341013898106585
1767,0.3262682985361173
1768,0.0
1769,0.0
1770,0.0
1771,0.0
1772,0.0
1773,0.0
1774,238.0889999999996
1775,250.0
1776,250.0
1777,250.00000000000003
1778,250.0
1779,250.0
1780,250.0
1781,250.0
1782,0.0
1783,0.0
1784,0.0
1785,0.0
1786,0.0
1787,0.0
1788,3.616613277537369
1789,2.803462833334351
1790,1.7171556323406798
1791,0.20839726027397265
1792,0.0
1793,0.0
1794,0.0
1795,0.0
1796,0.0
1797,0.0
1798,142.06499999999974
1799,163.03799999999956
1800,200.67900000000014
1801,247.53300000000002
1802,250.0
1803,250.0
1804,250.00000000000003
1805,250.0
1806,0.0
1807,0.0
1808,0.0
1809,0.0
1810,0.0
1811,0.0
1812,0.0
1813,0.0
1814,0.0
1815,0.0
1816,0.0
1817,0.0
1818,0.0
1819,0.0
1820,0.0
1821,0.0
1822,182.00399999999996
1823,175.70999999999992
1824,199.4069999999995
1825,214.3020000000002
1826,234.1559999999994
1827,250.0
1828,250.00000000000003
1829,242.0709803144078
1830,0.050790055248618744
1831,0.0
1832,0.0
1833,0.0
1834,0.0
1835,37.368427094409135
1836,25.343342343811983
1837,16.78213053800218
1838,8.833644034747513
1839,1.1213936572180567
1840,0.0
1841,0.0
1842,0.0
1843,0.0
1844,0.0
1845,0.0
1846,189.4319999999999
1847,250.0
1848,250.0
1849,250.00000000000003
1850,250.00000000000003
1851,250.0
1852,250.0
1853,250.0
1854,0.8301421800947868
1855,2.805543011101734
1856,8.369733155429712
1857,10.225553575976875
1858,15.848398696644077
1859,12.538170827781903
1860,5.1489534244864394
1861,0.3450250132564425
1862,0.5612515517358981
1863,0.0
1864,0.0
1865,0.0
1866,0.0
1867,0.0
1868,0.0
1869,0.0
1870,224.64599999999987
1871,208.89299999999983
1872,250.00000000000003
1873,250.00000000000003
1874,250.00000000000003
1875,250.0
1876,250.0
1877,250.0
1878,250.00000000000003
1879,250.0
1880,250.00000000000006
1881,250.00000000000003
1882,250.00000000000003
1883,250.0
1884,249.99999999999997
1885,250.0
1886,249.99999999999997
1887,247.75809446276259
1888,184.80490157203954
1889,168.77099999999956
1890,219.4290000000004
1891,214.70099999999957
1892,191.007
1893,180.1919999999999
1894,194.22599999999997
1895,216.51599999999993
1896,250.0
1897,250.0
1898,250.0
1899,250.0
1900,250.0
1901,250.0
1902,249.99999999999997
1903,249.99999999999997
1904,249.99999999999997
1905,250.00000000000003
1906,250.0
1907,250.0
1908,250.00000000000003
1909,250.00000000000003
1910,250.00000000000006
1911,227.89572043651322
1912,193.1376850305261
1913,150.12899999999993
1914,104.56500000000008
1915,89.41500000000015
1916,138.38100000000009
1917,60.13499999999994
1918,132.79499999999993
1919,174.39300000000014
1920,248.7540000000003
1921,250.0
1922,250.0
1923,250.0
1924,250.0
1925,250.0
1926,1.1765200181272502
1927,0.0
1928,0.0
1929,38.72417079486089
1930,55.92764952587148
1931,50.407228519686164
1932,64.40720870222312
1933,39.62615980825244
1934,22.034068253027833
1935,5.635684975642235
1936,0.29227397260273974
1937,0.0
1938,0.0
1939,0.0
1940,0.0
1941,0.0
1942,250.0
1943,250.0
1944,250.0
1945,250.0
1946,250.00000000000003
1947,250.0
1948,250.0
1949,250.0
1950,6.6593608993323175
1951,0.0
1952,0.0
1953,38.85647786688042
1954,96.46678637042159
1955,97.62715816334033
1956,100.17784582623656
1957,77.79269981517422
1958,41.91069144632037
1959,4.719163124855657
1960,0.37777547611092555
1961,0.0
1962,0.0
1963,0.0
1964,0.0
1965,0.0
1966,244.08599999999976
1967,250.0
1968,250.00000000000003
1969,250.0
1970,250.0
1971,250.0
1972,250.0
1973,250.00000000000003
1974,0.0
1975,0.21094520547945206
1976,0.9422678422765458
1977,0.4292724005497363
1978,10.830963272236545
1979,108.05568759849612
1980,79.98574942225805
1981,48.029544416658844
1982,10.728846560996672
1983,2.189466123907008
1984,0.30349315068493155
1985,0.0
1986,0.0
1987,0.0
1988,0.0
